experiment_accession	is_control	biosample	target	run_type	n_files	bio_reps	tech_reps	platform	sex	organism	replication_type
ENCSR700CAX	True	body of pancreas		single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR700LWI	False	skin epidermis	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR702OVJ	False	heart left ventricle	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR704GTT	True	IMR-90		single-ended	1	1	1	Illumina Genome Analyzer II	female	Homo sapiens	unreplicated
ENCSR704JMY	True	placental basal plate		single-ended	4	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR704QBF	True	skin epidermis		single-ended	2	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR705BTW	False	esophagus muscularis mucosa	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR707TMM	True	common myeloid progenitor, CD34-positive		single-ended	14	5	5	Illumina Genome Analyzer IIx	female	Homo sapiens	anisogenic
ENCSR708OCZ	True	Peyer's patch		single-ended	6	1	3	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR708TMV	True	dorsolateral prefrontal cortex		single-ended	16	1	4	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR709ABP	False	foreskin keratinocyte	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 4000	male	Homo sapiens	anisogenic
ENCSR711URW	True	spleen		single-ended	16	2	4	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR714CKG	True	common myeloid progenitor, CD34-positive		single-ended	6	2	2	Illumina Genome Analyzer II	female	Homo sapiens	isogenic
ENCSR714GKF	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR714TJD	False	A673	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR716BTZ	True	VCaP		paired-ended	2	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR716FUH	False	thyroid gland	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR716XDB	False	A549	H3K27ac	single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR717HIA	False	placenta	H3K27ac	single-ended	4	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR718BTD	False	vagina	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR719FEJ	False	KOPT-K1	H3K27ac	single-ended	2	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	isogenic
ENCSR720GSE	True	KMS-11		paired-ended	6	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR723FET	True	WERI-Rb-1		paired-ended	1	1	1	Illumina HiSeq 4000	female	Homo sapiens	unreplicated
ENCSR723RUM	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR724GUS	False	CD4-positive, alpha-beta memory T cell	H3K27ac	single-ended	7	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	anisogenic
ENCSR726FHN	True	natural killer cell		single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR726HTS	False	spleen	H3K27ac	single-ended	14	2	4	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR726WVB	False	substantia nigra	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR728EIP	True	gastroesophageal sphincter		single-ended	8	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR729ENO	False	GM23338	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR729GQT	False	iPS-20b	H3K27ac	single-ended	4	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR729MRJ	True	smooth muscle cell		single-ended	4	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR732BRB	True	dorsolateral prefrontal cortex		single-ended	12	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR734FLK	False	A549	H3K27ac	single-ended	3	3	3	Illumina HiSeq 4000	male	Homo sapiens	isogenic
ENCSR735SLW	False	parathyroid adenoma	H3K27ac	single-ended	2	1	2	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR736ALU	False	gastrocnemius medialis	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR736ZEG	False	foreskin keratinocyte	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 4000	male	Homo sapiens	anisogenic
ENCSR738SXD	False	upper lobe of left lung	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR739QEI	True	dorsolateral prefrontal cortex		single-ended	12	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR740ROX	False	dendritic cell	H3K27ac	paired-ended	1	1	1	Illumina NextSeq 500	unknown	Homo sapiens	unreplicated
ENCSR741HEF	False	heart right ventricle	H3K27ac	single-ended	12	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR741STU	False	DOHH2	H3K27ac	single-ended	2	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR742WWB	True	DOHH2		single-ended	2	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR743DDX	False	stomach	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR744SMV	True	motor neuron		paired-ended	1	1	1	Illumina NovaSeq 6000	female	Homo sapiens	unreplicated
ENCSR745AVM	True	dorsolateral prefrontal cortex		single-ended	12	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR746QZL	True	upper lobe of left lung		single-ended	6	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR747HAM	False	ectodermal cell	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR748OJA	False	heart left ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR748TFF	False	body of pancreas	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR749PIF	True	chorion		single-ended	4	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR749YQP	True	spleen		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR750BQT	True	upper lobe of right lung		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR750DLX	True	upper lobe of left lung		single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR751BHO	False	stomach	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR752UOD	False	MCF-7	H3K27ac	single-ended	3	2	4	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR754DRC	False	motor neuron	H3K27ac	paired-ended	2	2	2	Illumina NovaSeq 6000	male	Homo sapiens	isogenic
ENCSR754WVA	True	adrenal gland		single-ended	1	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR758KRK	False	Peyer's patch	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR758OEC	False	MM.1S	H3K27ac	single-ended	2	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR763IDK	False	prostate gland	H3K27ac	single-ended	8	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR764HZU	False	WERI-Rb-1	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 4000	female	Homo sapiens	isogenic
ENCSR768LHG	True	MCF-7		single-ended	4	2	3	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR769CSE	False	SJCRH30	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 4000	male	Homo sapiens	isogenic
ENCSR769FOC	False	PC-9	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	isogenic
ENCSR770OIC	True	substantia nigra		single-ended	6	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR770VVH	True	endocrine pancreas		single-ended	4	1	1	Illumina HiSeq 2000	unknown	Homo sapiens	unreplicated
ENCSR770XRC	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR771IOP	True	HAP-1		paired-ended	1	1	1	Illumina HiSeq 4000	male	Homo sapiens	unreplicated
ENCSR771YJT	False	tibial nerve	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR772ABL	False	heart right ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR772LYM	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR773IYZ	True	GM23338		paired-ended	2	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR773UBR	True	Peyer's patch		single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR774MLK	True	upper lobe of left lung		single-ended	6	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR775FTU	False	muscle of trunk	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR775IMI	True	gastrocnemius medialis		single-ended	3	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR776KLS	False	thymus	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR776TJT	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR777AJC	True	esophagus muscularis mucosa		single-ended	6	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR777CQW	False	22Rv1	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	isogenic
ENCSR777VQP	True	thyroid gland		single-ended	1	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR778NQS	False	A549	H3K27ac	single-ended	3	3	3	Illumina HiSeq 4000	male	Homo sapiens	isogenic
ENCSR778QHG	False	tibial nerve	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR779ISJ	False	right lobe of liver	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR780UWK	True	sigmoid colon		single-ended	2	1	2	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR783SNV	False	A549	H3K27ac	single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR785LQK	True	skin epidermis		single-ended	2	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR786VUJ	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR791ISZ	False	psoas muscle	H3K27ac	single-ended	1	1	1	Illumina Genome Analyzer	male	Homo sapiens	unreplicated
ENCSR792FSD	True	naive thymus-derived CD4-positive, alpha-beta T cell		single-ended	3	1	1	Illumina HiSeq 2000	unknown	Homo sapiens	unreplicated
ENCSR792VLP	False	transverse colon	H3K27ac	single-ended	12	2	4	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR793ISY	True	dorsolateral prefrontal cortex		single-ended	6	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR798RTU	False	caudate nucleus	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR799SRL	False	neuronal stem cell	H3K27ac	single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR799TWV	True	adrenal gland		single-ended	3	1	2	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR799VTP	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR801IPH	False	gastrocnemius medialis	H3K27ac	single-ended	6	2	6	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR803JPO	True	spleen		single-ended	12	2	4	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR803UDX	True	neuroepithelial stem cell		single-ended	2	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR804MAP	False	HUES64	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR807FIZ	True	tibial artery		single-ended	4	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR807TBS	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR807XUB	False	sigmoid colon	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR810EPZ	False	CD8-positive, alpha-beta memory T cell	H3K27ac	single-ended	3	1	1	Illumina HiSeq 2000	unknown	Homo sapiens	unreplicated
ENCSR810RRR	True	mesendoderm		single-ended	1	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR814KSK	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR814QIV	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	24	2	4	Illumina NextSeq 500	female	Homo sapiens	isogenic
ENCSR814XCZ	True	A549		single-ended	3	3	3	Illumina HiSeq 4000	male	Homo sapiens	isogenic
ENCSR815BDB	True	adrenal gland		single-ended	1	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR818VNL	True	ovary		single-ended	1	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR819JOI	True	tibial artery		single-ended	4	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR820DOR	False	BLaER1	H3K27ac	single-ended	3	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR821DYI	False	heart right ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR822YWX	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR822ZIG	False	foreskin fibroblast	H3K27ac	paired-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR826UTD	False	PC-3	H3K27ac	single-ended	2	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR828DDP	True	T-helper 17 cell		single-ended	6	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	anisogenic
ENCSR828HXJ	True	adrenal gland		single-ended	1	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR828XQV	True	transverse colon		single-ended	12	2	4	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR830EXC	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR831CKP	True	CD4-positive, CD25-positive, alpha-beta regulatory T cell		single-ended	6	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	anisogenic
ENCSR831HVP	True	caudate nucleus		single-ended	6	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR833HBT	True	body of pancreas		single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR835ARG	True	skeletal muscle tissue		single-ended	1	1	1	Illumina Genome Analyzer IIx	female	Homo sapiens	unreplicated
ENCSR835MMN	False	SK-N-MC	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR835OJV	False	CD8-positive, alpha-beta T cell	H3K27ac	single-ended	6	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	anisogenic
ENCSR836KPL	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR836XKP	True	ACC112		single-ended	5	2	3	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR837CSL	False	adrenal gland	H3K27ac	single-ended	16	2	5	Illumina NextSeq 500	female	Homo sapiens	isogenic
ENCSR837DVF	False	lower lobe of right lung	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR837RXS	True	chorionic villus		single-ended	4	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR837SGJ	False	Peyer's patch	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR838ZAU	True	A549		single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR839GXY	False	heart right ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR839VEU	True	heart right ventricle		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR840FCT	False	placenta	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR841AJO	False	prostate gland	H3K27ac	single-ended	8	2	4	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR841CWN	True	BLaER1		single-ended	2	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR842NGQ	False	neuroepithelial stem cell	H3K27ac	single-ended	2	3	3	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR842TXG	False	heart right ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR843OBM	True	mesenchymal stem cell		single-ended	1	1	1	Illumina Genome Analyzer IIx	male	Homo sapiens	unreplicated
ENCSR844YME	True	sigmoid colon		single-ended	4	1	2	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR845BPQ	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR845IKY	True	BLaER1		single-ended	2	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR846OTK	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR846VGG	True	lower lobe of left lung		single-ended	12	1	3	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR847AIA	False	adrenal gland	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR849NEM	True	HUES48		single-ended	1	1	1	Illumina Genome Analyzer IIx	female	Homo sapiens	unreplicated
ENCSR854GEV	True	stomach		single-ended	1	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR854OXF	False	heart left ventricle	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR855NCG	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR857GMX	False	OCI-LY3	H3K27ac	single-ended	6	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR857YQI	True	kidney		single-ended	1	1	1	Illumina Genome Analyzer IIx	male	Homo sapiens	unreplicated
ENCSR858ROP	True	esophagus		single-ended	3	1	3	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR859LXC	True	uterus		single-ended	6	2	3	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR860QVB	True	HUES6		single-ended	1	1	1	Illumina Genome Analyzer IIx	female	Homo sapiens	unreplicated
ENCSR860TEJ	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR863BVD	False	heart left ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR864KVZ	False	A549	H3K27ac	single-ended	3	3	3	Illumina HiSeq 4000	male	Homo sapiens	isogenic
ENCSR864OOO	False	right lobe of liver	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR867SJE	True	cardiac muscle cell		single-ended	4	2	2	Illumina HiSeq 2500	unknown	Homo sapiens	isogenic
ENCSR868ZOR	False	pancreas	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR869KBA	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR869TDT	False	skin epidermis	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR871SEB	True	BLaER1		single-ended	2	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR872BBM	True	A549		single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR872YGQ	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR874WOQ	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR875OQJ	False	lower lobe of left lung	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR875QDS	False	iPS DF 6.9	H3K27ac	single-ended	1	1	1	Illumina Genome Analyzer IIx	male	Homo sapiens	unreplicated
ENCSR876RGF	False	H9	H3K27ac	single-ended	3	2	2	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR880SUY	False	H1	H3K27ac	single-ended	3	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR884SIF	False	heart left ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR886ATT	True	right lobe of liver		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR887SZF	True	A549		single-ended	3	3	3	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR888RBQ	True	body of pancreas		single-ended	1	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR889RIF	True	spleen		single-ended	12	2	4	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR889TEU	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR889ZOH	True	placenta		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR890MJO	True	trophoblast cell		single-ended	1	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR891BTJ	False	tibial artery	H3K27ac	single-ended	4	1	2	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR891KSP	False	common myeloid progenitor, CD34-positive	H3K27ac	single-ended	6	2	2	Illumina HiSeq 2000	female	Homo sapiens	anisogenic
ENCSR891XGQ	False	angular gyrus	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR891YGO	True	heart right ventricle		single-ended	12	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR891ZHA	True	dorsolateral prefrontal cortex		single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR892HPQ	False	effector memory CD4-positive, alpha-beta T cell	H3K27ac	single-ended	5	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	anisogenic
ENCSR892XFG	False	small intestine	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR894MOX	False	esophagus muscularis mucosa	H3K27ac	single-ended	8	2	2	Illumina HiSeq 2500	female	Homo sapiens	isogenic
ENCSR895CJW	True	iPS-20b		single-ended	4	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR895KPB	True	neurosphere		paired-ended	2	1	1	Illumina HiSeq 2000	unknown	Homo sapiens	unreplicated
ENCSR897RRA	True	gastrocnemius medialis		single-ended	4	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR898WPF	True	heart right ventricle		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR899XXQ	True	SK-N-MC		single-ended	1	2	3	Illumina HiSeq 2000	female	Homo sapiens	isogenic
ENCSR905TYC	False	bipolar neuron	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR906OSH	True	skin epidermis		single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR909UAG	False	esophagus squamous epithelium	H3K27ac	single-ended	4	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR909ZLE	False	chorion	H3K27ac	single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR910PDW	False	epithelial cell of prostate	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR912TVO	False	layer of hippocampus	H3K27ac	single-ended	6	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR913DKN	True	peripheral blood mononuclear cell		single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR914HOJ	True	skin epidermis		single-ended	2	1	1	Illumina HiSeq 2500	male	Homo sapiens	unreplicated
ENCSR917QEH	False	foreskin fibroblast	H3K27ac	paired-ended	6	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR917XOL	True	dorsolateral prefrontal cortex		single-ended	12	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR918ESG	True	placenta		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR919BBI	False	skin epidermis	H3K27ac	single-ended	4	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR919WLM	False	HL-60	H3K27ac	paired-ended	2	2	2	Illumina HiSeq 4000	female	Homo sapiens	isogenic
ENCSR922FLS	True	GM23248		single-ended	9	2	3	Illumina HiSeq 2500	male	Homo sapiens	isogenic
ENCSR927IOS	False	dorsolateral prefrontal cortex	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	female	Homo sapiens	unreplicated
ENCSR927MXE	True	stomach		single-ended	2	1	1	Illumina HiSeq 2000	female	Homo sapiens	unreplicated
ENCSR928HSI	False	heart right ventricle	H3K27ac	single-ended	1	1	2	Illumina Genome Analyzer	male	Homo sapiens	unreplicated
ENCSR930RIA	True	T-cell		single-ended	2	1	1	Illumina HiSeq 2000	male	Homo sapiens	unreplicated
ENCSR931WLE	False	mesodermal cell	H3K27ac	single-ended	4	2	2	Illumina HiSeq 2000	male	Homo sapiens	isogenic
ENCSR932QRC	False	heart left ventricle	H3K27ac	single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
ENCSR932WVK	True	skin epidermis		single-ended	2	1	1	Illumina HiSeq 2500	female	Homo sapiens	unreplicated
ENCSR933UGQ	True	22Rv1		paired-ended	4	2	2	Illumina HiSeq 2000	unknown	Homo sapiens	isogenic
ENCSR936CZX	True	left lung		single-ended	8	1	2	Illumina NextSeq 500	male	Homo sapiens	unreplicated
